"","coln","2.5 %","97.5 %","blank.1","2.5 %","97.5 %","blank.2","2.5 %","97.5 %","blank.3"
"(Intercept)",1,9.92711377318963e-05,73654.4126493927,"",0.000154659843739835,250057.926056407,"",2.88837262823361e-08,620.762121689281,""
"fafh.q43",2,0.0275445512957408,13.0085311897585,"",0.0525477080484109,30.0978271178777,"",0.0326433103730805,27.9286620666684,""
"fafh.q44",3,0.0405534279240739,15.2046661668709,"",0.0798905561302326,23.1130561352969,"",0.0379301121743832,19.3599056939406,""
"Gender2",4,0.0360137337002658,7.22130335307806,"",0.0349575132118995,8.16178867614112,"",0.0535436528717954,17.5645303286029,""
"Age",5,0.880127470324127,1.05132315042474,"",0.887020327556011,1.07042379217124,"",0.954979191894264,1.18188949744644,""
"Race2",6,0.197574020234287,3.01061616412378,"",0.146253634211986,2.16520132789951,"",0.339712387111604,5.02315269595729,""
"HHSize2",7,0.353811192860655,4.89536968368424,"",0.201639888493563,2.32393640862325,"",0.334313605488984,4.17152395887507,""
"IncPovRat2",8,0.0319056211510744,7.48730286491728,"",0.1911068038269,55.24468402559,"",0.0609091112575811,16.2039919445882,""
"EDU",9,0.400381302310112,5.00024418268793,"",0.649759998004166,7.45380824223581,"",0.357928562758214,4.64355202712837,""
"MartitalStat_cat",10,0.298917713874714,2.28307538380809,"",0.185228666464355,1.76450799346459,"",0.227692368478854,2.28255148999997,""
"FoodAsstP2",11,0.309139356262155,145.367287024305,"",0.328052733946579,106.610282949282,"",0.109050453518296,39.5149762322963,""
"SmokStatFormer",12,0.211477618199439,63.3502122832719,"",0.311255772130054,116.885658426269,"",0.0468092631656217,25.2999548137352,""
"SmokStatNever",13,0.00183242684964696,28.4385261088934,"",0.426105566844579,151.954215057509,"",0.262018013530836,112.849508978288,""
"ALCUSE2",14,0.127064721180293,30.0016442420867,"",0.0278995614207849,3.20857213708838,"",0.068322891394666,13.2494765678832,""
