"","FAFH","HEI.Q1","HEI.Q2","HEI.Q3","HEI.Q4"
"1","FAFH1",0.291390798340241,0.260430152626965,0.255117049274733,0.193061999758061
"2","FAFH2",0.291784163157877,0.333007253885315,0.223487523223243,0.151721059733565
"3","FAFH3",0.246437818689321,0.329512296078758,0.216341655737786,0.207708229494134
"4","FAFH4",0.281469898688846,0.266415493343557,0.227671849410976,0.22444275855662
