"","FAFH","HEI.Q1","HEI.Q2","HEI.Q3","HEI.Q4"
"1","FAFH1",0.323802886100027,0.226360828355035,0.268385682824884,0.181450602720054
"2","FAFH2",0.320587902530432,0.287316566248742,0.260030880657681,0.132064650563146
"3","FAFH3",0.283973427646047,0.327488149058706,0.227740692515104,0.160797730780142
"4","FAFH4",0.249937540171461,0.261271979582639,0.239341061292368,0.249449418953532
